	Phocaeicola_vulgatus	Faecalibacterium_prausnitzii	Bacteroides_uniformis	Prevotella_copri_clade_A	Bacteroides_stercoris	Phocaeicola_dorei	Bacteroides_ovatus	Bacteroides_fragilis	Eubacterium_rectale	Alistipes_putredinis	Bacteroides_caccae	Parabacteroides_distasonis	Bacteroides_xylanisolvens	Roseburia_faecis	Bacteroides_thetaiotaomicron	Roseburia_intestinalis	Phocaeicola_massiliensis	Alistipes_onderdonkii	Parabacteroides_merdae	Akkermansia_muciniphila	Escherichia_coli	Bacteroides_eggerthii	Sutterella_wadsworthensis	Dialister_invisus	Bacteroides_faecis	Bacteroides_cellulosilyticus	Lachnospira_eligens	Faecalibacterium_SGB15346	Eubacterium_siraeum	Barnesiella_intestinihominis	Alistipes_finegoldii	Phascolarctobacterium_faecium	Prevotella_sp_885	Flavonifractor_plautii	Lachnospira_pectinoschiza	Veillonella_parvula	Enterocloster_bolteae	Dysosmobacter_welbionis	Candidatus_Cibionibacter_quicibialis	Firmicutes_bacterium_AF16_15	Ruminococcus_bicirculans	Clostridium_sp_AF34_10BH	Odoribacter_splanchnicus	Alistipes_shahii	Ruminococcus_bromii	Bacteroides_finegoldii	Anaerostipes_hadrus	Prevotella_copri_clade_B	Roseburia_inulinivorans	Prevotella_marseillensis	Bacteroides_caecigallinarum	Phocaeicola_coprocola	Fusicatenibacter_saccharivorans	Ruminococcus_gnavus	Dysosmobacter_sp_BX15	Faecalibacterium_SGB15315	Alistipes_SGB2313	Ruminococcus_torques	Waltera_intestinalis	Blautia_wexlerae	Phocaeicola_plebeius	Ruminococcus_sp_BSD2780120874_150323_B10	Oscillibacter_sp_ER4	Parasutterella_excrementihominis	Acidaminococcus_intestini	Veillonella_dispar	Klebsiella_pneumoniae	GGB3746_SGB5089	GGB1266_SGB1699	Dorea_longicatena	GGB1543_SGB2126	Coprococcus_eutactus	Paraprevotella_clara	Prevotella_copri_clade_E	GGB3278_SGB4328	Roseburia_hominis	Prevotella_copri_clade_C	GGB1680_SGB2312	Bacteroides_ilei	GGB3277_SGB4327	Clostridium_sp_AF36_4	Clostridium_fessum	Lacrimispora_amygdalina	Akkermansia_sp_KLE1798	Bifidobacterium_longum	Clostridiales_bacterium	Clostridiaceae_bacterium	Clostridium_sp_AM22_11AC	GGB9708_SGB15234	Bifidobacterium_adolescentis	Alistipes_dispar	Enterocloster_clostridioformis	Eisenbergiella_massiliensis	Eubacterium_ventriosum	Lachnospira_sp_NSJ_43	Prevotella_stercorea	GGB9342_SGB14306	Hungatella_hathewayi	GGB781_SGB1024	Blautia_obeum	Haemophilus_parainfluenzae	Blautia_faecis	Bilophila_wadsworthia	Clostridium_leptum	Parasutterella_SGB9260	Clostridium_symbiosum	Ruthenibacterium_lactatiformans	Clostridium_sp_AF20_17LB	GGB9713_SGB15249	GGB51647_SGB4348	Roseburia_sp_AF02_12	GGB1549_SGB2133	Clostridium_sp_AT4	GGB6601_SGB9333	GGB4237_SGB5728	Phocaeicola_sartorii	Proteus_mirabilis	Clostridium_sp_1001270H_150608_G6	Alistipes_communis	Dysgonomonas_mossii	GGB33469_SGB15236	Vescimonas_coprocola	Rikenellaceae_bacterium	Prevotella_SGB48271	Bacteroides_salyersiae	Ruminococcus_lactaris	GGB3304_SGB4367	Bacteroides_intestinalis	Phascolarctobacterium_succinatutens	Bacteroides_mediterraneensis	Collinsella_aerofaciens	GGB33512_SGB15201	GGB3175_SGB4191	Clostridium_sp_AM49_4BH	Lactobacillus_acidophilus	GGB16040_SGB9347	Collinsella_SGB14861	Veillonella_rogosae	Butyrivibrio_crossotus	GGB9453_SGB14844	Lacrimispora_celerecrescens	Coprococcus_comes	Tyzzerella_nexilis	Oscillospiraceae_bacterium	Clostridiaceae_bacterium_Marseille_Q4149	GGB3267_SGB4317	GGB9480_SGB14874	GGB3478_SGB14857	Gemmiger_formicilis	GGB58485_SGB80143	GGB28645_SGB41268
CSM7KOTC	0.072887654	0	0.036446676	0	0	0	0.001052815	0	0.003583539	0.00075353	0.000936761	0.013963529	0.036936756	0.003315924	0.022515585	0	0.011183601	0.017167235	0.000586079	0.000774351	0.00071868	0	0	0	0	0.079255395	0	0	0	0	0.005558102	0.05408832	0.204449134	0.019324263	0.001227938	0	0.005895634	0.006559411	4.62463E-05	0	0	0.001742345	0.008296058	0.001797687	0	0.016812717	0	0.149203123	0.000394408	0	0	0	6.02736E-05	0	0	0	0	0	0	0.000128876	0	0	0	0.003036145	0.118114002	0	0	0	0	0.000643612	0	0	0	0	0	0.006115688	0	0	0	0	0	0.000528545	0	0	0	0.000435066	0	0.031488022	0	0	0	0.017444713	0	0	0	0	0	0.000267286	0	0	0	0	0.00537509	0	0.030612631	0	0.000209971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000707283	0	0	0.004047865	0	0	0	0	0	0	0	0	0	0	0.003142008	0	0	0	0	0	0	0	0	0	0	0.000169424	0	0	0	0
CSM7KOTK	0.093641829	0	0.022798993	0	0.000493456	0	0.006548114	0	0.002915957	0.001866495	0.000112227	0.021345059	0.065802206	0.001972911	0.032659104	0	0.017555671	0.043937372	0.000173752	0.000894168	0.000206338	0	0	0	0	0.125997977	1.9483E-05	0	0	1.01403E-05	0.027064518	0.036241242	0.17046629	0.004413186	0.004102825	0	0.005234207	0.009888937	5.66261E-05	0	0	0.001699579	0.011180626	0.005481561	0	0.014178161	9.37691E-05	0.092983508	0.000287688	0	0	0	7.58812E-05	0	0	0	0	0.001047069	0	0.000369494	0	0	0	0.002427173	0.102789955	0	0	0	0	0.000332578	0	0	0	0	0	0.001365178	0	0	0	0	0	0.000228555	0	0	0	0.000842213	0.00033292	0.013588771	0	5.08153E-05	0	0.016077925	0	0	0	0	0	5.02457E-05	0	0	0	0	0.001308552	0	0.014289704	0	0.001889852	0	0	0	0	0	0	0	0	0	0	0	0.000943388	0	0	0.007734298	0	0	0.008246439	0	0	0	0	0	0	0	0	0	0	0.003006422	0.000142989	0	0	0	0	0	0	0	0	0	0.000535612	0	0	0	0
CSM7KOTO	0.070209321	0.044035323	0.054556915	0	0.163594164	0	0.040684372	0	0.075329136	0	0.017626444	0.013206341	0	0	0	0	0	0	0	0	0	0	0	0.006451088	0	0	0.010030241	0.020951183	0	0	0	0	0	0.000874358	0	0	6.5068E-05	0.005254782	0.001503349	0	0	0	0	0	0	0	0	0	0	0	0	0.41251882	0	0.000659623	0	0	0	0	0	0.009571475	0	0	0	0	0.022240209	0	0	0	0	0.001279363	0	0	0	0	0	0.001760537	0	0	0	0	0	0	0	0	0.001798057	0.000221416	0	0	0	0	0.001818615	0	0	0.004489899	0	0	0	0	0	0.00237452	0	0.002275119	0	0	0.002967225	0	0	0	0	0	0	0	6.42457E-05	0	0	0	0	0	0.001193017	0	0	0.001845753	0	0	0	0.000144424	0	0	0	0	0.004732388	0	0	0	0	0	1.00737E-05	0	0	0.001796309	0.001866825	0	0	0	0	0	0	0	0	0	0
CSM7KOTQ	0.085622262	0.171841517	0.038472751	0	0.192962476	0	0.028904556	4.04264E-05	0.038062866	0	0.010163025	0.010354132	0.000619367	0	6.83141E-05	0	0	0	0	0	7.69615E-05	0	0	0.015626211	0	0	0.028824568	0.094766629	0	0	0	0	0	0.002270472	0	9.92285E-05	0.000266231	0.006422826	0.007269511	0	0	0	0	0	0	0	0	0	0	0	0	0.180338412	0	0.000365999	0	0	0	0	0.000140195	0.007349499	0	0	0	0	0.015254807	0	0	0	0	0.007018954	0	0	0	0	0	0.003022036	0	0	0	0	0	0	0	0	0.012719293	7.19893E-05	0	0	0	0	0.001782329	0	0	0.008359186	0	0	0	0	0	0.001996243	0	0.001547121	0	0	0.01023242	0	0	0	0	0	0	0	3.42652E-05	0	0	0	0	0	0.00099823	0	0	0.00426304	0	0	0	0.00013198	0	0	0	0	0.003614164	0	0	0	0	0	4.19397E-05	0	0	0.005979973	0.002003593	0	0	0	0	0	0	0	0	0	0
CSM7KOTS	0.057922202	0.176575711	0.02186669	0	0.142848104	0.000668047	0.023973661	0.017677829	0.044705469	0	0.006095418	0.006727213	0.000125971	0	7.74068E-05	0	0	0	0	0	0.003494138	0	0	0.020085763	0	0.000109897	0.129883656	0.063194417	0	0	0	0	0	0.002233398	0	0	0.00095647	0.005060515	0.033902598	0	0	0	0	0	0	0	0.001193821	0	0	0	0	0.095774601	0	0.000242937	0	0	0	0	0.000431153	0.011173147	0	0	0	0	0.020388094	0	0	0	0	0.016695366	0	0	0	0	0	0.003707776	0	0	0	0	0	0	0	0	0.023213501	0	0	0	0	0	0.000678991	0	0	0.015331114	0	0	0	0	0	0.003076551	0	0.004205505	0	0	0.010548534	0	0	0	0	0	0	0	3.69364E-05	0	0	0	0	0	0.000289905	0	0	0.018148768	0	0	0	0.000189242	0	0	0	0	0.006039671	0	0	0	0	0	0.000348502	0	0	0.007961846	0.002139461	0	0	0	0	0	0	0	0	0	0
CSM7KOTU	0.106226894	0.156503708	0.026541357	0	0.149105729	0.002319633	0.033390188	0	0.03841023	0	0.00926284	0.010937968	5.26372E-05	0	0.000318003	0	0.000508826	0	0	0	0	0	0	0.026130613	0	0.000181996	0.035135716	0.059842182	0	0	0	0	0	0.000964362	0	0	0.000252397	0.005781265	0.0393844	0	0	0.000269616	0.000245858	0	0	0	0.000985504	0	0	0	0	0.148168067	0	3.99956E-05	0	0	0	0	0.000452811	0.012338248	0	0	0	0	0.026988937	0	0	0	0	0.015050536	0	0	0	0	0	0.00091216	0	0	0	0	0	0	0	0	0.027225641	0	0	0	0	0	0.001922729	0	0	0.011108194	0	0	0	0	0	0.002402676	5.41629E-05	0.003681117	0	0	0.016956046	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000447907	0	0	0.013042911	0	0	0	0.000307977	0	0	0	0	0.005141881	0	0	0	0	0	0.000259699	0	0	0.008952466	0.001793915	0	0	0	0	0	0	0	0	0	0
CSM7KOU7_P	0.104653528	0.063089195	0.184707074	2.93013E-05	0.052257673	0.017355	0.041446263	0.007597786	0.009580109	0.04981691	0.000127909	0.033812688	0.0027554	0.002112286	0.024076451	0.000798811	0.104818847	0.06782162	0.00825647	0	0.001747912	8.40114E-05	0	0	2.77875E-05	0.024030823	0.009139941	0	0	0	0.001560968	0.004285986	0	0.000956238	0.002360428	0	0	0.00130396	0.002269605	0.001587999	0.009690934	0.004441791	0	0.002896825	0.010587704	5.43857E-05	0	0	0.000699338	0	0	0	0.00107074	0	0.009407653	4.76821E-05	0	0.000416489	0.003337641	0.000356805	0	0	0	0	0	0	0	0.002665983	0	0.000148344	0	0	0	0	0.001736668	0.003112313	0	0	0	0	0.000773835	0.00097051	5.82782E-05	0	0	0.000343938	0.000492391	0	0	0	0	0	0	0	0.010478284	0	0	2.15164E-05	0	0.000350318	0	0.000706474	0.000148561	0.000193972	0.004883472	0	0.000726477	0	0.029434474	0	0.004643764	0	0	0	0	7.89296E-06	0	0	0	0	0.007075877	0	0.039484808	0	0	0.000259495	0.002768591	0	0	0	0	0.006284635	0	0.004375187	0	0	0	0	0	0	0.000300689	0.00054083	0	0	0.009535454	0	0	0	0	0	0
CSM7KOU9	0.028007426	0.066481669	0.234562221	0	0.034750557	0.063421843	0.023143502	0.000190251	0.012046514	0.045733787	0	0.034720214	0.002378429	0	0.023273874	0.000205019	0.058633719	0.05963101	0.002388812	0	0	0	0	0	0	0.015830309	0.011683086	0	0	0	0.003697727	0.013010461	0	0.00060352	0.004693287	0	8.61842E-05	0.002129452	0.008695369	0.002837385	0.050309853	0.020653507	0	0.006835199	0.003528589	0	0.000654976	0	0	0	0	0	0.002586909	0	6.98011E-05	0	0	0.003537473	0.002748663	0.003299688	0	0	0	0	0	0	0	0.002170064	0	0.002061843	5.30719E-06	0	0	0	0.002237211	0.000546064	0	0	0	0	0.004917227	0.000521951	0	0	0	0.000968331	0.001474822	0	0	0	0	0	0	0	0.010688911	0	0	0	0	0.000464494	0	0.001781601	0.001135969	0.000203519	0.011786923	0	0.001321606	0	0.021989072	0	0.001307992	0	0	0	0	0	0	0	0	0	0.013222518	0	0.038134583	0	0	6.2994E-05	0.001736028	0	0	0	7.38392E-05	0.015985718	0	0.007052909	0	0	0	0	0	0.000150217	6.79551E-05	0.002465997	0	0	0.008404051	0	0	0	0	0	0
CSM7KOUB	0.043692057	0.011125009	0.216402579	0	0.038574102	0.004205952	0.010377274	0.055665724	0.000206498	0.066197602	0	0.04328765	0.001912642	4.62861E-05	0.021852768	0.000608161	0.087318979	0.101553746	0.007004472	0	0.000633571	0	0	0	0	0.019733986	0.00030074	0	0.006117878	0	0.010126875	0.007692679	0	0.000179299	0	0	2.37395E-05	0.000376731	0.000418126	0.001472447	0.011626641	0.000463458	0	0.006720313	0.076809766	0	0	0	3.47146E-05	0	0	0	0	1.68205E-05	0.000899835	0	0	0.00290159	0.005703689	0.000385916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000225704	0	0	0	0	0.00030933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001319751	0	0.000475029	0	0.000232981	0.001858125	0.000335455	0.003961399	0	0.002137392	0	0.012503094	0	9.18564E-06	0	0	0	0	0	0	0	0	0	0.010785975	0	0.061324558	0	0	0	0.005507092	0	0	0	0.001335139	0.016550265	0	4.83141E-05	0	0	0	0	0	0	6.40609E-05	0	0	0	0.018346834	0	0	0	0	0	0
CSM7KOUJ_P	0.324829486	0.02222478	0.147379844	0.002882372	0.000257073	0.074164782	0.001300247	0	0.000462609	0.000208878	0.088370194	0.012753088	0.009280735	0.000591804	0.095383142	0	7.02672E-05	0.000163012	0	0	0	0.063753191	7.39122E-06	2.48061E-05	0.000247555	0	0.002987671	0.00071958	0	9.01121E-05	0	0.003360169	7.06722E-05	0	0	0	0	0.000977058	0.000734565	0	0.002943122	0.000100743	0	0	0	0.105671918	0.000799264	0	0.001261367	0	0	0	0.000194095	0	0.003852545	0	0	1.67062E-05	0.002465426	7.75571E-05	0	0	0.0105014	0.002962055	0	0	0	0.000977261	0	0	0	0	0	0	0	0.00202894	0	0	0	0	0	5.26498E-05	0	0	0	9.01121E-06	0.00082326	0	0	2.81474E-05	0	0	0	0.000100743	0	0	0	0	0	0.002126342	0.000297471	0.002556956	0	0	0	0	2.89574E-05	0.001127717	0	0	0	0	0	0	0	8.04934E-05	0	0	0	0	0	0.002167753	0	0	1.16437E-05	0.001694107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001650165	9.70983E-05	0	0	0	0	0	0	0	0	0
CSM7KOUL	0.18921047	0.053398278	0.200705067	0	0	0.054880837	0.009414716	0	0.004912599	0	0.018488901	0.027604651	0.021719124	0.024230573	0.034827767	0.00501641	0	0	0.000105941	0	0	0.230614863	0	0.000113848	0	1.89578E-05	0.008201317	0.003939568	7.52228E-05	0	0	0.001904598	0	0.000877228	0	0.000537711	0	0.003018848	0.002039532	0	0.000979012	0.000358981	0	0	0	0.030803244	0.000948092	0	0.00202027	0	0	0	0.000432683	0	0.0034933	9.99592E-05	0	0	6.06243E-05	0	0	0	0.042491169	0.002626514	0	0	0	0.00299472	0	0	0	0	0	0	0	0.001164129	0	0	0	0	0	0.000787103	0	0	5.01823E-05	0.00025081	0.002280813	0	0	0.002905305	0	0	0	0.001474854	0	0	0	0	0	0.000614354	0.000198905	3.02108E-05	0	5.45416E-05	0	0	8.78951E-05	0.003658344	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001214413	0	0	0	0.000425992	0	0.000480027	0	0	0	0	0	0	0	0	0	0	0	0	0.000402777	0.000753749	0	0	0	0	0	0	0	0	0
CSM7KOUN	0.167494042	0.07228671	0.162490168	0	2.6103E-05	0.063349498	0.001451993	0	0.001239321	0	0.028043987	0.067743643	0.012063124	0.046835967	0.072625633	0.001505655	0	0	0	0	0	0.152413992	0	0	0	0	0.004929932	0.003827262	0	0	0	0.00214107	0	0.001537477	0	0.00037189	0.001303902	0.004716532	0.001905103	0	0.001109638	0.00035577	0	0	0	0.058625062	0.004472662	0	0.00036617	0	0	5.86538E-05	0.000917453	0	0.002810597	0.000347763	0	0	0.001445441	0.000182201	5.66778E-05	0	0.026178922	0.004126979	0	0	0	0.004879494	0	0	0	0	0	0	0	0.000206952	0	0	0	0	0	0.00015849	0	0	0.000311468	0.001320438	0.000977459	0	0	0.004891038	0	0	0	0.00209604	0	0	0	0	0	0.00011346	0.000506357	0.001105062	0	2.38151E-05	0	0	8.53807E-05	0.005275303	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003148688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00079869	0	0	0	0.001800691	0.00094418	0	0	0	0	0	0	0	0	0
CSM9X1XU	0.435557725	0.044247845	0.000139306	0	0.090730263	6.27393E-05	0.093556732	0	0.001356532	0	0.036109377	0.085290928	6.90339E-05	0.006656251	0.032459661	0	0	0	0.025042076	0	0	3.50845E-05	0	0	0	0	0.007961291	0.012105183	0	0	0	0	0	0.012707914	0	0.000567337	0	0.013601021	0.000309775	0	0.001080396	0	0	0	0	0.065824295	0.000809936	0	0	0	0	0	0	0	0	0	0	0.001206081	4.06567E-05	0	0	0	0	0.000816953	0	0.004789756	0	0	0	0.000246314	0	0	0	0	0	0.000746474	0	0	0	0	0	0	0	0	5.75799E-05	0.001298539	0	0	0	0	0	0	0	0.001564046	0	0	0	0	0	0	0	0	0	0	0.016632425	0	0	0.00433696	0	0	0	0	0.000960696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001022816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSM9X1Y3	0.314168951	0.100418806	0	0	0.115950895	0	0.039089904	0	0.029508758	0	0.019894435	0.076397779	0	0.029838197	0.007482332	0	0	0.012943904	0.023836104	0	0.000157063	0	0	0	0	0	0.041390655	0.030457515	0	0	0	0	0	0.005966044	0	0.001376452	0.001750978	0.014013994	0.001530431	0	0.000215656	0.000890058	0	0	0	0.06708684	0.005618528	0	0	0	0	0	0.002536717	0	0	0	0	0.010865934	0.003771207	0.001977161	0	0	0	0.00015919	0	0.001691109	0	0	0	0.00166059	0	0	0	0	0	0.009378463	0	0	0	0	0	0	0.000422379	0	0.000406002	0.003422521	0	0	0	0	0	0	0	0.009110702	0	0	0	0	0	0.000240858	1.38241E-05	0.001423454	0	0	0.006694573	0	0	0.004943169	0	0	0	0	0.00096407	0	0	0	0	0	0	0	0	0	0	0	0	0.000333798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSM9X1Y5	0	0.046773534	0	0	0	0	0.002772986	0.18084502	0.042400409	0.182506697	0	0	0	0.048342637	0	0.037145007	0	0	0	0.002347299	0	0	0	0.0101298	0	0	0.004437473	0	0	0	0	0	0	0.01074211	0	0	0.000359734	0.008538891	0	0.02420075	0	0.002626096	0	0	0.017689022	0	0.002500744	0	0.013461583	0	0	0	0.0083817	3.37125E-05	0	0.001099535	0	0.001710909	0.134944398	0.009065983	0	0	0.02521266	0	0	0	0	0.000554383	0	0.000621808	0	0	0	0	0	0.043347837	0	0	0	0	0.046644571	0	0.001627296	0	3.09031E-05	0.002898204	0.00297593	0.002355995	0	0.001435456	0	1.0301E-05	0.015107341	0	0	0	0	0	0	0	5.21741E-05	0.001577397	0	0.000565888	0.017843939	0	0.000389031	0.006312396	0.000633982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0355945	0	0	0	0.000927762	6.92979E-05	0	0.000154917	0	0	0	0	0	0	0	0	0	0	0
CSM9X1YV	0.104282026	0.106395496	0.039700608	0	0.155904317	0.001351826	0.031399999	0	0.033701972	0	0.012897444	0.009260896	0	0	0	0	0	0	0	0	8.15487E-06	0	0	0.009866029	0	0.000353796	0.00697032	0.049428422	0	0	0	0	0	0.00211692	0	0	0.000313649	0.004136817	0.003176948	0	0	0.000247782	0.002814265	0	0	0	0.000332049	0	0	0	0	0.351596854	0	0.000410148	0	0	0	0	0.000119082	0.001840072	0	0	0	0	0.025762582	0	0	0	0	0.005822261	0	0	0	0	0	0.002298522	0	0	0	0	0	0	0	0	0.003935664	0.000443186	0	0	0	0	0.002315668	0	0	0.003604137	0	0	0	0	0	0.000306748	0	0.001034518	0	0	0.01002139	0	0	0	0	0	0	0	0.000158811	0	0	0	0	0	0.002244575	0	0	0.00377769	0	0	0	0.000208785	0	0	0	0	0.004316538	0	0	0	0	0	7.73667E-06	0	0	0.003168793	0.001946504	0	0	0	0	0	0	0	0	0	0
CSM9X1ZO	0.134068459	0.021315119	0.156098337	0	0.008135379	0.002585568	0.046927928	0	0.004052393	0.065918512	0	0.022485806	0.003231988	0.000813692	0.021924233	0.001254102	0.114863062	0.07643488	0.026277386	0.071188361	0	0	0	0	0	0.033741914	0.009645452	0	0.007054601	0	0.003218892	0.003556408	0	0.000163091	0.003589863	0	0	0.000435788	0.001200949	0.005865647	0.012196575	0.002574454	0	0.00712151	0.002256856	0	0.000130516	0	0.000122593	0	0	0	0.000243865	0	0.018295193	3.74162E-06	0	0.000212722	0.003659743	0.000263564	0	0	0	0	0	0	0	0.0026122	0	7.34017E-05	0	0	0	0	0.000599539	0.000837462	0	0	0	0	0.004048101	0.000616046	0	0	0	0.000186311	0.001630135	0	0	0	0	0	0	0	0.007161017	0	0	0	0	0	0	0.000137559	1.41961E-05	0.000916586	0.001384289	0	0.000288765	0	0.035515992	0	0.000293607	0	0	0	0	1.21052E-06	0	0	0	0	0.005243328	0	0.029463704	0	0	0.000472324	0.001912957	0	0	0	0	0.002279636	0	0.001969192	0	0	0	0	0	0	0	0.000390779	0	0	0.008822516	0	0	0	0	0	0
CSM9X1ZQ	0.104386773	0.02705909	0.275157554	0	0.005801679	0.007388108	0.028818546	0	0.003198817	0.045056852	0	0.049688235	0.003422871	0.000620578	0.035995301	0.000538354	0.122850692	0.076650283	0.031200361	0.010325993	0	0	0	0	0	0.026111623	0.002047127	0	0.005821399	0	0.006522419	0.001311792	0	0.000257144	0.001664085	0	0	0.000707481	0.000474402	0.001799787	0.002776557	0.003125618	0	0.004988911	0.002936771	0	9.1694E-05	0	8.02183E-05	0	0	0	0.000588379	0	0.014943337	6.45089E-05	0	0.000685644	0.00099883	0.000602752	0	0	0	0	0	0	0	8.94657E-05	0	0.000595064	0	0	0	0	0.000189404	3.84379E-05	0	0	0	0	0.001034594	0.000210016	0.000119659	0	0	0.00044744	0.000427163	0	0	0	0	0	0	0	0.002308951	0	0	0	0	4.76853E-05	0	0.00031586	0	0.000114757	0.002155868	0	0	0	0.024181258	0	0.000794161	0	0	0	0	0	0	0	0	0	0.005764132	0	0.041468864	0	0	0.000139157	0.000863795	0	0	0	0	0.003159488	0	0.001872875	0	0	0	0	0	0	2.17258E-05	0.000150075	0	0	0.006729538	0	0	0	0	0	0
CSM9X1ZY	0.165715518	0.029046518	0.215969856	0	0.025783377	0.007389138	0.047093133	0	0.008561583	0.050318241	0	0.056769873	0.002818662	0.000855887	0.030985551	0.003749435	0.107091303	0.036976403	0.015637707	0.009889471	0	0	0	0	0	0.038944021	0.005564326	0	0	0	0.003569423	0.004098712	0	0	0.005211033	0	0	0.000393098	0.001275562	0.001531524	0.000258679	0.005997584	0	0.006546717	0.011567816	0	6.26028E-05	0	0.000338055	0	0	0	0.00075206	0	0.002499151	0	0	0.001311942	0.001961239	0	0	0	0	0	0	0	0	0.001426517	0	0.0003729	0	0	0	0	0.000599569	0.000129812	0	0	0	0	0.00154747	0.00020907	0.000120127	0	0	0	0.00059579	0	0	0	0	0	0	0	0.00489424	0	0	0	0	0	0	5.19721E-06	0	0	0.005434277	0	0	0	0.018516845	0	0.002707512	0	0	0	0	0	0	0	0	0	0.004474919	0	0.040886125	0	0	0	0.001672912	0	0	0	0	0.001181775	0	0.004424482	0	0	0	0	0	0	0	0.000360498	0	0	0.003852907	0	0	0	0	0	5.1854E-05
CSM9X211	0.232732993	0.075478974	0.170922817	0	0	0.035965961	0.003712165	0	0.021232071	0	0.057371659	0.027829362	0.008339129	0.017578237	0.019649041	0	0	0	0	0	0	0.104511952	0	0	0	0	0.017274285	0.008426363	0	0	0	0.003455614	0	0.002479962	0	0	0.000665289	0.005942617	0.006478737	0	0	0.00025035	0	0	0	0.063787125	0.011426469	0	0.002005221	0	0	0	0.001559593	6.92615E-05	0.000145144	0	0	0	0.000709642	0.000748319	0	0	0.03703158	0	0	0	0	0	0	0	0	0	0	0	0.011202709	0	0	0	0	0	0	0.000112668	0	0	0	0.002542497	0	0.000248669	0	0	0	0	0	0.0011559	0	0	0	0	0	0.014160144	0.000168477	0.003923418	0	0	0	7.55676E-05	0.00023406	0.0040137	0	0	0	0	0	0	0	1.07203E-05	0	0	0	0	0	0.008667359	0	0	0	0.00238495	0	0	0	0	0	0	0	0	0	0	0.000232483	0	0	0	0.009737497	0.003349252	0	0	0	0	0	0	0	0	0
CSM9X213	0.255300617	0.074022855	0.112255433	0	0.003108175	0.034555027	0.005682377	5.11728E-06	0.016078294	0.000815632	0.044121944	0.021725895	0.016401205	0.022277099	0.039434095	0.005032796	0	0.000527916	0.000235917	4.18782E-05	0	0.143040798	0.000161978	0	0	0	0.009860482	0.002148214	0.001176975	0.000432567	0	0.005582538	0	0.000703992	0	0.000184849	0	0.005341086	0.0025977	0.000172212	0	0.008167497	9.60796E-05	0.000657728	0	0.072653512	0.004221341	0	0.003298559	0	0	0.000970299	0.001769744	0	0.011421984	0	0.005345054	2.26623E-05	0.00108006	0.00087516	2.13046E-05	0	0.032531925	0	0	0	0	0.005684779	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000360716	0	0	0	0.001316708	0	0.000198634	0	0	0	0	0	0.002049733	0	0	0	0.000127201	0	0.002671117	0.000208973	0.002999563	0	0	0	0	5.04418E-05	0.003691023	0.000104017	0	0	0	0	0	0	0	0	0	0	0	0.000161351	0.005676007	0	0	0	0.003263364	0	0	0	0	0	0	0	0	0	0.000127619	0.000161247	0	0	0	0.003885062	0.001103871	0	0	0	0	0	0	0	0	0
CSM9X215	0.262117643	0.032408945	0.1347307	0	0	0.023095756	0.004170804	0	0.003167377	0	0.031654397	0.013756604	0.020265694	0.064135652	0.043303033	0.008746061	0	0	0	0	0	0.194643015	0	0	3.75246E-06	0	0.009211771	0.004503657	0	0	0	0.001638707	0	0.000304152	0	0.000975638	0	0.001306362	0.000973204	0	0	0.000513579	0	0	0	0.086675132	0.004531749	0	0.001299161	0	0	0	0.000731526	9.45213E-05	5.62868E-05	0	0	0	0.000107908	0.000135595	0	0	0.032123048	0	0	0.000630615	0	0.007323272	0	0	0	0	0	0	0	0	0	0	0	0	0	4.77677E-05	0	0	0	3.83359E-05	0	0.000296343	0	0	0	0	0	0.000105982	0	0	0	0	0	0.00233849	0.001299871	0.000163688	0	0	0	0	0.000206588	0.003298713	0	0	0	0	1.83566E-05	0	0	1.18659E-05	0	0	0	0	0	0.001201901	0	0	0	0.00026967	0	0	0	0	0	0	0	0	0	0	0.000173526	0	0	0	0.001076346	0.000117239	0	0	0	0	0	0	0	0	0
